1,"(2, 2, 'NULL', 'NULL')"
2,"(3, 2, 'NULL', 'NULL')"
3,"(4, 2, 'NULL', 'NULL')"
4,"(5, 2, 'NULL', 'NULL')"
5,"(6, 2, 'NULL', 'NULL')"
6,"(7, 2, 'NULL', 'NULL')"
7,"(8, 2, 'NULL', 'NULL')"
8,"(9, 2, 'NULL', 'NULL')"
9,"(10, 2, 'NULL', 'NULL')"
10,"(11, 2, 'NULL', 'NULL')"
11,"(12, 2, 'NULL', 'NULL')"
12,"(13, 2, 'NULL', 'NULL')"
13,"(14, 2, 'NULL', 'NULL')"
14,"(15, 2, 'NULL', 'NULL')"
15,"(16, 2, 'NULL', 'NULL')"
16,"(17, 2, 'NULL', 'NULL')"
17,"(18, 2, 'NULL', 'NULL')"
18,"(19, 2, 'NULL', 'NULL')"
19,"(20, 2, 'NULL', 'NULL')"
20,"(21, 2, 'NULL', 'NULL')"
21,"(22, 2, 'NULL', 'NULL')"
22,"(23, 2, 'NULL', 'NULL')"
23,"(24, 2, 'NULL', 'NULL')"
24,"(25, 2, 'NULL', 'NULL')"
25,"(26, 2, 'NULL', 'NULL')"
26,"(27, 2, 'NULL', 'NULL')"
27,"(28, 2, 'NULL', 'NULL')"
28,"(29, 2, 'NULL', 'NULL')"
29,"(30, 2, 'NULL', 'NULL')"
30,"(31, 2, 'NULL', 'NULL')"
31,"(32, 2, 'NULL', 'NULL')"
32,"(33, 2, 'NULL', 'NULL')"
33,"(34, 2, 'NULL', 'NULL')"
34,"(35, 2, 'NULL', 'NULL')"
35,"(36, 2, 'NULL', 'NULL')"
36,"(200, 2, 'NULL', 'NULL')"
37,"(201, 2, 'NULL', 'NULL')"
38,"(202, 2, 'NULL', 'NULL')"
39,"(203, 2, 'NULL', 'NULL')"
40,"(204, 2, 'NULL', 'NULL')"
41,"(205, 2, 'NULL', 'NULL')"
42,"(206, 2, 'NULL', 'NULL')"
43,"(207, 2, 'NULL', 'NULL')"
44,"(208, 2, 'NULL', 'NULL')"
45,"(209, 2, 'NULL', 'NULL')"
46,"(210, 2, 'NULL', 'NULL')"
47,"(211, 2, 'NULL', 'NULL')"
48,"(212, 2, 'NULL', 'NULL')"
49,"(213, 2, 'NULL', 'NULL')"
50,"(214, 2, 'NULL', 'NULL')"
51,"(215, 2, 'NULL', 'NULL')"
52,"(216, 2, 'NULL', 'NULL')"
53,"(217, 2, 'NULL', 'NULL')"
54,"(218, 2, 'NULL', 'NULL')"
55,"(219, 2, 'NULL', 'NULL')"
56,"(220, 2, 'NULL', 'NULL')"
57,"(221, 2, 'NULL', 'NULL')"
58,"(222, 2, 'NULL', 'NULL')"
59,"(223, 2, 'NULL', 'NULL')"
60,"(224, 2, 'NULL', 'NULL')"
61,"(225, 2, 'NULL', 'NULL')"
62,"(226, 2, 'NULL', 'NULL')"
63,"(227, 2, 'NULL', 'NULL')"
64,"(228, 2, 'NULL', 'NULL')"
65,"(229, 2, 'NULL', 'NULL')"
66,"(230, 2, 'NULL', 'NULL')"
67,"(231, 2, 'NULL', 'NULL')"
68,"(232, 2, 'NULL', 'NULL')"
69,"(233, 2, 'NULL', 'NULL')"
70,"(234, 2, 'NULL', 'NULL')"
71,"(235, 2, 'NULL', 'NULL')"
72,"(236, 2, 'NULL', 'NULL')"
73,"(237, 2, 'NULL', 'NULL')"
74,"(238, 2, 'NULL', 'NULL')"
75,"(239, 2, 'NULL', 'NULL')"
76,"(240, 2, 'NULL', 'NULL')"
77,"(241, 2, 'NULL', 'NULL')"
78,"(242, 2, 'NULL', 'NULL')"
79,"(243, 2, 'NULL', 'NULL')"
80,"(244, 2, 'NULL', 'NULL')"
81,"(245, 2, 'NULL', 'NULL')"
82,"(246, 2, 'NULL', 'NULL')"
83,"(247, 2, 'NULL', 'NULL')"
84,"(248, 2, 'NULL', 'NULL')"
85,"(249, 2, 'NULL', 'NULL')"
86,"(250, 2, 'NULL', 'NULL')"
87,"(251, 2, 'NULL', 'NULL')"
88,"(252, 2, 'NULL', 'NULL')"
89,"(253, 2, 'NULL', 'NULL')"
90,"(254, 2, 'NULL', 'NULL')"
91,"(255, 2, 'NULL', 'NULL')"
92,"(256, 2, 'NULL', 'NULL')"
93,"(257, 2, 'NULL', 'NULL')"
94,"(258, 2, 'NULL', 'NULL')"
95,"(259, 2, 'NULL', 'NULL')"
96,"(260, 2, 'NULL', 'NULL')"
97,"(261, 2, 'NULL', 'NULL')"
98,"(262, 2, 'NULL', 'NULL')"
99,"(263, 2, 'NULL', 'NULL')"
100,"(264, 2, 'NULL', 'NULL')"
101,"(265, 2, 'NULL', 'NULL')"
102,"(266, 2, 'NULL', 'NULL')"
103,"(267, 2, 'NULL', 'NULL')"
104,"(268, 2, 'NULL', 'NULL')"
105,"(269, 2, 'NULL', 'NULL')"
106,"(270, 2, 'NULL', 'NULL')"
107,"(271, 2, 'NULL', 'NULL')"
108,"(272, 2, 'NULL', 'NULL')"
109,"(273, 2, 'NULL', 'NULL')"
110,"(274, 2, 'NULL', 'NULL')"
111,"(275, 2, 'NULL', 'NULL')"
112,"(276, 2, 'NULL', 'NULL')"
113,"(277, 2, 'NULL', 'NULL')"
114,"(278, 2, 'NULL', 'NULL')"
115,"(279, 2, 'NULL', 'NULL')"
116,"(280, 2, 'NULL', 'NULL')"
117,"(281, 2, 'NULL', 'NULL')"
118,"(282, 2, 'NULL', 'NULL')"
119,"(283, 2, 'NULL', 'NULL')"
120,"(284, 2, 'NULL', 'NULL')"
121,"(285, 2, 'NULL', 'NULL')"
122,"(286, 2, 'NULL', 'NULL')"
123,"(287, 2, 'NULL', 'NULL')"
124,"(288, 2, 'NULL', 'NULL')"
125,"(289, 2, 'NULL', 'NULL')"
126,"(290, 2, 'NULL', 'NULL')"
127,"(291, 2, 'NULL', 'NULL')"
128,"(292, 2, 'NULL', 'NULL')"
129,"(293, 2, 'NULL', 'NULL')"
130,"(294, 2, 'NULL', 'NULL')"
131,"(295, 2, 'NULL', 'NULL')"
132,"(296, 2, 'NULL', 'NULL')"
133,"(297, 2, 'NULL', 'NULL')"
134,"(298, 2, 'NULL', 'NULL')"
135,"(299, 2, 'NULL', 'NULL')"
136,"(300, 2, 'NULL', 'NULL')"
137,"(301, 2, 'NULL', 'NULL')"
138,"(302, 2, 'NULL', 'NULL')"
139,"(303, 2, 'NULL', 'NULL')"
140,"(304, 2, 'NULL', 'NULL')"
141,"(305, 2, 'NULL', 'NULL')"
142,"(306, 2, 'NULL', 'NULL')"
143,"(307, 2, 'NULL', 'NULL')"
144,"(308, 2, 'NULL', 'NULL')"
145,"(309, 2, 'NULL', 'NULL')"
146,"(310, 2, 'NULL', 'NULL')"
147,"(311, 2, 'NULL', 'NULL')"
148,"(312, 2, 'NULL', 'NULL')"
149,"(313, 2, 'NULL', 'NULL')"
150,"(314, 2, 'NULL', 'NULL')"
151,"(315, 2, 'NULL', 'NULL')"
152,"(316, 2, 'NULL', 'NULL')"
153,"(317, 2, 'NULL', 'NULL')"
154,"(318, 2, 'NULL', 'NULL')"
155,"(319, 2, 'NULL', 'NULL')"
156,"(320, 2, 'NULL', 'NULL')"
157,"(321, 2, 'NULL', 'NULL')"
158,"(322, 2, 'NULL', 'NULL')"
159,"(323, 2, 'NULL', 'NULL')"
160,"(324, 2, 'NULL', 'NULL')"
161,"(325, 2, 'NULL', 'NULL')"
162,"(326, 2, 'NULL', 'NULL')"
163,"(327, 2, 'NULL', 'NULL')"
164,"(328, 2, 'NULL', 'NULL')"
165,"(329, 2, 'NULL', 'NULL')"
166,"(330, 2, 'NULL', 'NULL')"
167,"(331, 2, 'NULL', 'NULL')"
168,"(332, 2, 'NULL', 'NULL')"
169,"(333, 2, 'NULL', 'NULL')"
170,"(334, 2, 'NULL', 'NULL')"
171,"(335, 2, 'NULL', 'NULL')"
172,"(336, 2, 'NULL', 'NULL')"
173,"(337, 2, 'NULL', 'NULL')"
174,"(338, 2, 'NULL', 'NULL')"
175,"(339, 2, 'NULL', 'NULL')"
176,"(340, 2, 'NULL', 'NULL')"
177,"(341, 2, 'NULL', 'NULL')"
178,"(342, 2, 'NULL', 'NULL')"
179,"(343, 2, 'NULL', 'NULL')"
180,"(344, 2, 'NULL', 'NULL')"
181,"(345, 2, 'NULL', 'NULL')"
182,"(346, 2, 'NULL', 'NULL')"
183,"(347, 2, 'NULL', 'NULL')"
184,"(348, 2, 'NULL', 'NULL')"
185,"(349, 2, 'NULL', 'NULL')"
